"COLUMN_NAME"	"LABEL"	"LEGAL_VALUES"	"RANGE_HIGH"	"RANGE_LOW"	"SCREEN_PASS"	"UNITS"	"VAR_TYPE"
"COPE_PRED_BIO"	"Biomass represented by individuals within the subclass Copepoda that are predators"		"1"	"0"			
"COPE_PRED_DEN"	"Density (indiv.L) of individuals within the subclass Copepoda that are predators (coarse and fine net samples combined)"		"1"	"0"			
"COPE_PRED_NTAX"	"Number of distinct copepod taxa that are predators (coarse and fine net samples combined)"		"5"	"0"			
"COPE_PRED_PBIO"	"Percent of biomass represented by individuals within the subclass Copepoda that are predators (coarse and fine net samples combined)"		"100"	"0"			
"COPE_PRED_PDEN"	"Percent of density (indiv.L) of individuals within the subclass Copepoda that are predators (coarse and fine net samples combined)"		"100"	"0"			
"COPE_PRED_PIND"	"Percent of individuals within the subclass Copepoda that are predators (coarse and fine net samples combined)"		"100"	"0"			
"COPE_PRED_PTAX"	"Percent of distinct taxa within the subclass Copepoda that are predators (coarse and fine net samples combined)"		"100"	"0"			
"COPE_PRED300_BIO"	"Biomass represented by individuals within the subclass Copepoda that are predators in the 300-count subsamples (coarse and fine net samples combined)"		"1"	"0"			
"COPE_PRED300_NTAX"	"Number of distinct copepod taxa that are predators in the 300-count subsamples (coarse and fine net samples combined)"		"5"	"0"			
"COPE_PRED300_PBIO"	"Percent of biomass represented by individuals within the subclass Copepoda that are predators in the 300-coount subsamples (coarse and fine net samples combined)"		"100"	"0"			
"COPE_PRED300_PIND"	"Percent of individuals within the subclass Copepoda that are predators in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"			
"COPE_PRED300_PTAX"	"Percent of distinct taxa within the subclass Copepoda that are predators in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"			
"COPE_PTAX"	"Percent of distinct taxa within the subclass Copepoda (coarse and fine net samples combined) "		"100"	"0"	"YES"		
"COPE_RATIO_300_BIO"	"Ratio of Calanoid to (Cladoccera+Cyclopoids) based on biomass in 300-count subsamples (coarse and fine net samples combined). Adapted from Kane et al. (2009) Lake Erie plankton IBI. Calculated as CALANOID_BIO/(CLAD_BIO+CYCLOPOID_BIO)"		"400"	"0"	"YES"		
"COPE_RATIO_300_NIND"	"Ratio of Calanoid to (Cladoccera+Cyclopoids) based on the number of individuals in 300-count subsamples (coarse and fine net samples combined). Adapted from Kane et al. (2009) Lake Erie plankton IBI. Calculated as CALANOID_NIND/(CLAD_NIND+CYCLOPOID_NIND)"		"500"	"0"	"YES"		
"COPE_RATIO_BIO"	"Ratio of Calanoid to (Cladoccera+Cyclopoids) based on biomass (coarse and fine net samples combined). Adapted from Kane et al. (2009) Lake Erie plankton IBI. Calculated as CALANOID_BIO/(CLAD_BIO+CYCLOPOID_BIO)"		"400"	"0"	"YES"		
"COPE_RATIO_DEN"	"Ratio of Calanoid to (Cladoccera+Cyclopoids) based on density (indiv./L; coarse and fine net samples combined). Adapted from Kane et al. (2009) Lake Erie plankton IBI. Calculated as CALANOID_DEN/(CLAD_DEN+CYCLOPOID_DEN)"		"200"	"0"			
"COPE_RATIO_NIND"	"Ratio of Calanoid to (Cladoccera+Cyclopoids) based on the number of individuals (coarse and fine net samples combined). Adapted from Kane et al. (2009) Lake Erie plankton IBI. Calculated as CALANOID_NIND/(CLAD_NIND+CYCLOPOID_NIND)"		"500"	"0"	"YES"		
"COPE300_BIO"	"Biomass represented by individuals within the subclass Copepoda in the 300-count subsamples (coarse and fine net subsamples combined)"		"2000"	"0"	"YES"		
"COPE300_NAT_BIO"	"Biomass represented by native individuals within the subclass Copepoda in the 300-count subsamples (coarse and fine net subsamples combined)"		"2000"	"0"	"YES"		
"COPE300_NAT_NTAX"	"Number of distinct native taxa within the subclass Copepoda in the 300-count subsamples (coarse and fine net samples combined)"		"10"	"0"			
"COPE300_NAT_PBIO"	"Percent of biomass represented by native individuals within the subclass Copepoda in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"			
"COPE300_NAT_PIND"	"Percent of native individuals within the subclass Copepoda in the 300-count subsamples (coarse and fine net samples combined) "		"100"	"0"	"YES"		
"COPE300_NAT_PTAX"	"Percent of distinct native taxa within the subclass Copepoda in the 300-count subsamples (coarse and fine net samples combined) "		"100"	"0"			
"COPE300_NTAX"	"Number of distinct taxa within the subclass Copepoda in the 300-count subsamples (coarse and fine net samples combined)"		"10"	"0"			
"COPE300_PBIO"	"Percent of biomass represented by individuals within the subclass Copepoda in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"			
"COPE300_PIND"	"Percent of individuals within the subclass Copepoda in the 300-count subsamples (coarse and fine net samples combined) "		"100"	"0"	"YES"		
"COPE300_PTAX"	"Percent of distinct taxa within the subclass Copepoda in the 300-count subsamples (coarse and fine net samples combined) "		"100"	"0"			
"CYCLOP_BIO"	"Biomass represented by native individuals within the copepod order Cyclopoidea (coarse and fine net samples combined)"		"1000"	"0"			
"CYCLOP_DEN"	"Density (indiv./L) of native individuals within the copepod order Cyclopoidea (coarse and fine net samples combined)"		"1500"	"0"			
"CYCLOP_NTAX"	"Number of distinct taxa within the copepod order Cyclopoidea (coarse and fine net samples combined)"		"10"	"0"			
"CYCLOP_PBIO"	"Percent of biomass represented by individuals within the order Cyclopoidea (coarse and fine net samples combined)"		"100"	"0"			
"CYCLOP_PDEN"	"Percent of density (indiv./L) of native individuals within the copepod order Cyclopoidea (coarse and fine net samples combined)"		"100"	"0"			
"CYCLOP_PIND"	"Percent of individuals within the order Cyclopoidea (coarse and fine net samples combined) "		"100"	"0"			
"CYCLOP_PTAX"	"Percent of distinct taxa within the order Cyclopoidea (coarse and fine net samples combined) "		"100"	"0"			
"CYCLOP300_BIO"	"Biomass represented by individuals within the copepod order Cyclopoidea in the 300-count subsamples (coarse and fine net subsamples combined)"		"1000"	"0"			
"CYCLOP300_NTAX"	"Number of distinct taxa within the copepod order Cyclopoidea in the 300-count subsamples (coarse and fine net samples combined)"		"10"	"0"			
"CYCLOP300_PBIO"	"Percent of biomass represented by individuals within the order Cyclopoidea in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"			
"CYCLOP300_PIND"	"Percent of individuals within the order Cyclopoidea in the 300-count subsamples (coarse and fine net samples combined) "		"100"	"0"			
"CYCLOP300_PTAX"	"Percent of distinct taxa within the order Cyclopoidea in the 300-count subsamples (coarse and fine net samples combined) "		"100"	"0"			
"DAPHNIID_BIO"	"Biomass represented by individuals within the family Daphiniidae (coarse and fine net samples combined)"		"3000"	"0"			
"DAPHNIID_DEN"	"Density (indiv./L) of individuals within the cladoceran family Daphiniidae (coarse and fine net samples combined)"		"500"	"0"	"YES"		
"DAPHNIID_NAT_BIO"	"Biomass represented by native individuals within the family Daphiniidae (coarse and fine net samples combined)"		"3000"	"0"			
"DAPHNIID_NAT_DEN"	"Density (indiv./L) of native individuals within the cladoceran family Daphiniidae (coarse and fine net samples combined)"		"500"	"0"	"YES"		
"DAPHNIID_NAT_NTAX"	"Number of distinct native taxa within the cladoceran family Daphiniidae (coarse and fine net samples combined)"		"10"	"0"	"YES"		
"DAPHNIID_NAT_PBIO"	"Percent of biomass represented by native individuals within the cladoceran family Daphiniidae (coarse and fine net samples combined)"		"100"	"0"			
"DAPHNIID_NAT_PDEN"	"Percent of density (indiv./L) of native individuals within the cladoceran family Daphiniidae (coarse and fine net samples combined)"		"100"	"0"			
"DAPHNIID_NAT_PIND"	"Percent of native individuals within the cladoceran family Daphniidae (coarse and fine net samples combined)"		"100"	"0"			
"DAPHNIID_NAT_PTAX"	"Percent of distinct native taxa that are within the cladoceran family Daphiniidae (coarse and fine net samples combined0"		"100"	"0"			
"DAPHNIID_NTAX"	"Number of distinct taxa within the cladoceran family Daphiniidae (coarse and fine net samples combined)"		"10"	"0"	"YES"		
"DAPHNIID_PBIO"	"Percent of biomass represented by individuals within the cladoceran family Daphiniidae (coarse and fine net samples combined)"		"100"	"0"			
"DAPHNIID_PDEN"	"Percent of density (indiv./L) of individuals within the cladoceran family Daphiniidae (coarse and fine net samples combined)"		"100"	"0"			
"DAPHNIID_PIND"	"Percent of individuals within the cladoceran family Daphniidae (coarse and fine net samples combined)"		"100"	"0"			
"DAPHNIID_PTAX"	"Percent of distinct taxa that are within the cladoceran family Daphiniidae (coarse and fine net samples combined)"		"100"	"0"			
"DAPHNIID300_BIO"	"Biomass represented by  individuals within the cladoceran family Daphiniidae in the 300-count subsamples (coarse and fine net subsamples combined)"		"3000"	"0"	"YES"		
"DAPHNIID300_NAT_BIO"	"Biomass represented by native individuals within the cladoceran family Daphiniidae in the 300-count subsamples (coarse and fine net subsamples combined)"		"3000"	"0"	"YES"		
"DAPHNIID300_NAT_NTAX"	"Number of distinct native taxa within the cladoceran family Daphiniidae in the 300-count subsamples (coarse and fine net samples combined)"		"10"	"0"	"YES"		
"DAPHNIID300_NAT_PBIO"	"Percent of biomass represented by native individuals within the cladoceran family Daphiniidae in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"			
"DAPHNIID300_NAT_PIND"	"Percent of native individuals within the cladoceran family Daphniidae in the 300-coount subsamples (coarse and fine net samples combined)"		"100"	"0"			
"DAPHNIID300_NAT_PTAX"	"Percent of distinct native taxa that are within the cladoceran family Daphiniidae in the 300-count subsamples (coarse and fine net samples combined0"		"100"	"0"			
"DAPHNIID300_NTAX"	"Number of distinct taxa within the cladoceran family Daphiniidae in the 300-count subsamples (coarse and fine net samples combined)"		"10"	"0"	"YES"		
"DAPHNIID300_PBIO"	"Percent of biomass represented by individuals within the cladoceran family Daphiniidae in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"			
"DAPHNIID300_PIND"	"Percent of individuals within the cladoceran family Daphniidae in the 300-count sabsamples (coarse and fine net samples combined)"		"100"	"0"			
"DAPHNIID300_PTAX"	"Percent of distinct taxa that are within the cladoceran family Daphiniidae in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"			
"DATE_COL"	"Date of sample collection"					"None"	
"DOM1_300_CLAD_PBIO"	"Percent of biomass within the most abundant cladoceran taxon in the 300-count subsamples (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM1_300_CLAD_PIND"	"Percent of individuals within the most abundant cladoceran taxon in the 300-count subsamples (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM1_300_COPE_PBIO"	"Percent of biomass within the most abundant copepod taxon in the 300-count subsamples (coarse and fine-mesh net samples combined)"		"100"	"0"	"YES"		
"DOM1_300_COPE_PIND"	"Percent of individuals within the most abundant copepod taxon in the 300-count subsamples (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM1_300_PBIO"	"Percent of biomass within the most abundant taxon in the 300-count subsamples (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM1_300_PIND"	"Percent of individuals within the most abundant taxon in the 300-count subsamples (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM1_300_ROT_PBIO"	"Percent of biomass within the most abundant rotifer taxon in the 300-count subsamples (coarse and fine-mesh net samples combined)"		"100"	"0"	"YES"		
"DOM1_300_ROT_PIND"	"Percent of individuals within the most abundant rotifer taxon in the 300-count subsamples (coarse and fine-mesh net samples combined)"		"100"	"0"	"YES"		
"DOM1_CLAD_PBIO"	"Percent of biomass within the most abundant cladoceran taxon (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM1_CLAD_PDEN"	"Percent of density (indiv./L) within the most abundant cladoceran taxon (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM1_CLAD_PIND"	"Percent of individuals within the most abundant cladoceran taxon (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM1_COPE_PBIO"	"Percent of biomass within the most abundant copepod taxon (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM1_COPE_PDEN"	"Percent of density (indiv./L) within the most abundant copepod taxon (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM1_COPE_PIND"	"Percent of individuals within the most abundant copepod taxon (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM1_PBIO"	"Percent of biomass within the most abundant taxon (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM1_PDEN"	"Percent of density (indiv./L) within the most abundant taxon (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM1_PIND"	"Percent of individuals within the most abundant taxon (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM1_ROT_PBIO"	"Percent of biomass within the most abundant rotifer taxon (coarse and fine-mesh net samples combined)"		"100"	"0"	"YES"		
"DOM1_ROT_PDEN"	"Percent of density (indiv./L) within the most abundant rotifer taxon (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM1_ROT_PIND"	"Percent of individuals within the most abundant rotifer taxon (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM3_300_CLAD_PBIO"	"Percent of biomass within the 3 most abundant cladoceran taxa in the 300-count subsamples (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM3_300_CLAD_PIND"	"Percent of individuals within the 3 most abundant cladoceran taxa in the 300-count subsamples (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM3_300_COPE_PBIO"	"Percent of biomass within the 3 most abundant copepod taxa in the 300-count subsamples (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM3_300_COPE_PIND"	"Percent of individuals within the 3 most abundant copepod taxa in the 300-count subsamples (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM3_300_PBIO"	"Percent of biomass within the 3 most abundant taxa in the 300-count subsamples (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM3_300_PIND"	"Percent of individuals within the 3 most abundant taxa in the 300-count subsamples (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM3_300_ROT_PBIO"	"Percent of biomass within the 3 most abundant rotifer taxa in the 300-count subsamples (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM3_300_ROT_PIND"	"Percent of individuals within the 3 most abundant rotifer taxa in the 300-count subsamples (coarse and fine-mesh net samples combined)"		"100"	"0"	"YES"		
"DOM3_CLAD_PBIO"	"Percent of biomass within the 3 most abundant cladoceran taxa (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM3_CLAD_PDEN"	"Percent of density (indiv./L) within the 3 most abundant cladoceran taxa (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM3_CLAD_PIND"	"Percent of individuals within the 3 most abundant cladoceran taxa (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM3_COPE_PBIO"	"Percent of biomass within the 3 most abundant copepod taxa (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM3_COPE_PDEN"	"Percent of density (indiv./L) within the 3 most abundant copepod taxa (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM3_COPE_PIND"	"Percent of individuals within the 3 most abundant copepod taxa (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM3_PBIO"	"Percent of biomass within the 3 most abundant taxa (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM3_PDEN"	"Percent of density (indiv./L) within the 3 most abundant taxa (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM3_PIND"	"Percent of individuals within the 3 most abundant taxa (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM3_ROT_PBIO"	"Percent of biomass within the 3 most abundant rotifer taxa (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM3_ROT_PDEN"	"Percent of density (indiv./L) within the 3 most abundant rotifer taxa (coarse and fine-mesh net samples combined)"		"100"	"0"	"YES"		
"DOM3_ROT_PIND"	"Percent of individuals within the 3 most abundant rotifer taxa (coarse and fine-mesh net samples combined)"		"100"	"0"	"YES"		
"DOM5_300_CLAD_PBIO"	"Percent of biomass within the 5 most abundant cladoceran taxa in the 300-count subsamples (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM5_300_CLAD_PIND"	"Percent of individuals within the 5 most abundant cladoceran taxa in the 300-count subsamples (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM5_300_COPE_PBIO"	"Percent of biomass within the 5 most abundant copepod taxa in the 300-count subsamples (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM5_300_COPE_PIND"	"Percent of individuals within the 5 most abundant copepod taxa in the 300-count subsamples (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM5_300_PBIO"	"Percent of biomass within the 5 most abundant taxa in the 300-count subsamples (coarse and fine-mesh net samples combined)"		"100"	"0"	"YES"		
"DOM5_300_PIND"	"Percent of individuals within the 5 most abundant taxa in the 300-count subsamples (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM5_300_ROT_PBIO"	"Percent of biomass within the 5 most abundant rotifer taxa in the 300-count subsamples (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM5_300_ROT_PIND"	"Percent of individuals within the 5 most abundant rotifer taxa in the 300-count subsamples (coarse and fine-mesh net samples combined)"		"100"	"0"	"YES"		
"DOM5_CLAD_PBIO"	"Percent of biomass within the 5 most abundant cladoceran taxa (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM5_CLAD_PDEN"	"Percent of density (indiv./L) within the 5 most abundant cladoceran taxa (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM5_CLAD_PIND"	"Percent of individuals within the 5 most abundant cladoceran taxa (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM5_COPE_PBIO"	"Percent of biomass within the 5 most abundant copepod taxa (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM5_COPE_PDEN"	"Percent of density (indiv./L) within the 5 most abundant copepod taxa (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM5_COPE_PIND"	"Percent of individuals within the 5 most abundant copepod taxa (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM5_PBIO"	"Percent of biomass within the 5 most abundant taxa (coarse and fine-mesh net samples combined)"		"100"	"0"	"YES"		
"DOM5_PDEN"	"Percent of density (indiv.L) within the 5 most abundant taxa (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM5_PIND"	"Percent of individuals within the 5 most abundant taxa (coarse and fine-mesh net samples combined)"		"100"	"0"			
"DOM5_ROT_PBIO"	"Percent of biomass within the 5 most abundant rotifer taxa (coarse and fine-mesh net samples combined)"		"100"	"0"	"YES"		
"DOM5_ROT_PDEN"	"Percent of density (indiv./L) within the 5 most abundant rotifer taxa (coarse and fine-mesh net samples combined)"		"100"	"0"	"YES"		
"DOM5_ROT_PIND"	"Percent of individuals within the 5 most abundant rotifer taxa (coarse and fine-mesh net samples combined)"		"100"	"0"	"YES"		
"ECO_BIO"	"Five aggregated ecoregions as used in NLA (CPL, EHIGH, PLAINS, UMW, WMTNS)"						
"EVEN_CLAD"	"Evenness based on the number of cladoceran individuals (coarse and fine net samples combined).  Calculated as HPRIME_ROT/Log(S) where Log is the natural logrithm"		"1"	"0"			
"EVEN_CLAD300"	"Evenness based on the number of cladoceran individuals in the 300-count subsamples (coarse and fine net samples combined).  Calculated as HPRIME_ROT/Log(S) where Log is the natural logrithm"		"1"	"0"			
"EVEN_COPE"	"Evenness based on the number of copepod individuals (coarse and fine net samples combined).  Calculated as HPRIME_ROT/Log(S) where Log is the natural logrithm"		"1"	"0"			
"EVEN_COPE300"	"Evenness based on the number of copepod individuals in the 300-count subsamples (coarse and fine net samples combined).  Calculated as HPRIME_ROT/Log(S) where Log is the natural logrithm"		"1"	"0"			
"EVEN_NIND"	"Evenness based on the number of individuals (coarse and fine net samples combined).  Calculated as HPRIME_ROT/Log(S) where Log is the natural logrithm"		"1"	"0"			
"EVEN_ROT"	"Evenness based on the number of rotifer individuals (coarse and fine net samples combined).  Calculated as HPRIME_ROT/Log(S) where Log is the natural logrithm"		"1"	"0"			
"EVEN_ROT300"	"Eveness based on the number of rotifer individuals in the 300-count subsamples (coarse and fine net samples combined).  Calculated as HPRIME_ROT/Log(S) where Log is the natural logrithm"		"1"	"0"			
"EVEN300_NIND"	"Evenness based on the number of individuals in the 300-count subsamples (coarse and fine net samples combined).  Calculated as HPRIME_ROT/Log(S) where Log is the natural logrithm"		"1"	"0"			
"FAM_NAT_NTAX"	"Number of families represented by distinct native taxa (coarse and fine net samples combined)"		"25"	"0"	"YES"		
"FAM_NTAX"	"Number of families represented by distinct taxa (coarse and fine net samples combined)"		"25"	"0"	"YES"		
"FAM300_NAT_NTAX"	"Number of native families represented in 300 count subsamples (coarse and fine net samples combined) "		"25"	"0"	"YES"		
"FAM300_NTAX"	"Number of families represented in 300 count subsamples (coarse and fine net samples combined) "		"25"	"0"	"YES"		
"FINE_BIO"	"Biomass represented by individuals of smaller-sized taxa (NET_SIZECLS_NEW=FINE; coarse and fine net samples combined) "		"6000"	"0"	"YES"		
"FINE_DEN"	"Density (indiv./L) of individuals within smaller-sized taxa (NET_SIZECLS_NEW=FINE; coarse and fine net samples combined) "		"85000"	"0"			
"FINE_NAT_BIO"	"Biomass represented by native individuals of smaller-sized taxa (NET_SIZECLS_NEW=FINE; coarse and fine net samples combined) "		"6000"	"0"			
"FINE_NAT_DEN"	"Density (indiv./L) of native individuals within smaller-sized taxa (NET_SIZECLS_NEW=FINE; coarse and fine net samples combined) "		"85000"	"0"			
"FINE_NAT_NTAX"	"Number of distinct smaller-sized native taxa (NET_SIZECLS_NEW=FINE; coarse and fine net samples combined)"		"30"	"0"	"YES"		
"FINE_NAT_PBIO"	"Percent of biomass represented by native individuals of smaller-sized taxa (NET_SIZECLS_NEW=FINE; coarse and fine net samples combined) "		"100"	"0"	"YES"		
"FINE_NAT_PDEN"	"Percent of density (indiv./L) of native individuals within smaller-sized taxa (NET_SIZECLS_NEW=FINE; coarse and fine net samples combined) "		"100"	"0"			
"FINE_NAT_PIND"	"Percent of native individuals within smaller-sized taxa (NET_SIZECLS_NEW=FINE; coarse and fine net samples combined)"		"100"	"0"			
"FINE_NAT_PTAX"	"Percent of distinct native smaller-sized taxa (NET_SIZECLS_NEW=FINE; coarse and fine net samples combined)"		"100"	"0"	"YES"		
"FINE_NTAX"	"Number of distinct smaller-sized taxa (NET_SIZECLS_NEW=FINE; coarse and fine net samples combined)"		"30"	"0"	"YES"		
"FINE_PBIO"	"Percent of biomass represented by individuals of smaller-sized taxa (NET_SIZECLS_NEW=FINE; coarse and fine net samples combined)"		"100"	"0"	"YES"		
"FINE_PDEN"	"Percent of density (indiv./L) of individuals within smaller-sized taxa (NET_SIZECLS_NEW=FINE; coarse and fine net samples combined)"		"100"	"0"			
"FINE_PIND"	"Percent of individuals within smaller-sized taxa (NET_SIZECLS_NEW=FINE; coarse and fine net samples combined)"		"100"	"0"			
"FINE_PTAX"	"Percent of distinct smaller-sized taxa (NET_SIZECLS_NEW=FINE; coarse and fine net samples combined)"		"100"	"0"	"YES"		
"FINE300_BIO"	"Biomass represented by individuals of smaller-sized taxa (NET_SIZECLS_NEW=FINE) in the 300-count subsamples (coarse and fine net subsamples combined) "		"6000"	"0"			
"FINE300_NAT_BIO"	"Biomass represented by native individuals of smaller-sized taxa (NET_SIZECLS_NEW=FINE) in the 300-count subsamples (coarse and fine net subsamples combined) "		"6000"	"0"			
"FINE300_NAT_NTAX"	"Number of distinct native smaller-sized taxa (NET_SIZECLS_NEW=FINE) in the 300-count subsamples (coarse and fine net samples combined)"		"30"	"0"			
"FINE300_NAT_PBIO"	"Percent of biomass represented by native individuals of smaller-sized taxa (NET_SIZECLS_NEW=FINE) in the 300-count subsamples (coarse and fine net samples combined) "		"100"	"0"	"YES"		
"FINE300_NAT_PIND"	"Percent of native individuals within smaller-sized taxa (NET_SIZECLS_NEW=FINE) in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"			
"FINE300_NAT_PTAX"	"Percent of distinct native smaller-sized taxa (NET_SIZECLS_NEW=FINE) in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"			
"FINE300_NTAX"	"Number of distinct smaller-sized taxa (NET_SIZECLS_NEW=FINE) in the 300-count subsamples (coarse and fine net samples combined)"		"30"	"0"			
"FINE300_PBIO"	"Percent of biomass represented by individuals of smaller-sized taxa (NET_SIZECLS_NEW=FINE) in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"	"YES"		
"FINE300_PIND"	"Percent of individuals within smaller-sized taxa (NET_SIZECLS_NEW=FINE) in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"			
"FINE300_PTAX"	"Percent of distinct smaller-sized taxa (NET_SIZECLS_NEW=FINE) in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"			
"FLOS_BIO"	"Biomass represented by individuals within the rotifer order Flosculariaceae (coarse and fine net samples combined)"		"2000"	"0"			
"FLOS_DEN"	"Density (indiv./L) of individuals within the rotifer order Flosculariaceae (coarse and fine net samples combined)"		"30000"	"0"	"YES"		
"FLOS_NTAX"	"Number of distinct taxa within the rotifer order Flosculariaceae  (coarse and fine net samples combined)"		"10"	"0"			
"FLOS_PBIO"	"Percent of biomass represented by individuals within the rotifer order Flosculariaceae (coarse and fine net samples combined)"		"100"	"0"			
"FLOS_PDEN"	"Percent of density (indiv./L) of individuals within the rotifer order Flosculariaceae (coarse and fine net samples combined)"		"100"	"0"			
"FLOS_PIND"	"Percent of individuals within the rotifer order Flosculariaceae (coarse and fine net samples combined)"		"100"	"0"			
"FLOS_PTAX"	"Percent of distinct taxa within the rotifer order Flosculariaceae (coarse and fine net samples combined)"		"100"	"0"			
"FLOS300_BIO"	"Biomass represented by individuals within the rotifer order Flosculariaceae in the 300-count subsamples (coarse and fine net subsamples combined)"		"2000"	"0"			
"FLOS300_NTAX"	"Number of distinct taxa within the rotifer order Flosculariaceae in the 300-count subsamples  (coarse and fine net samples combined)"		"10"	"0"			
"FLOS300_PBIO"	"Percent of biomass represented by individuals within the rotifer order Flosculariaceae in the 300-coount subsamples (coarse and fine net samples combined)"		"100"	"0"			
"FLOS300_PIND"	"Percent of individuals within the rotifer order Flosculariaceae in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"			
"FLOS300_PTAX"	"Percent of distinct taxa within the rotifer order Flosculariaceae in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"			
"GEN_NAT_NTAX"	"Number of genera represented by distinct native taxa (coarse and fine net samples combined)"		"30"	"0"	"YES"		
"GEN_NTAX"	"Number of genera represented by distinct taxa (coarse and fine net samples combined)"		"30"	"0"	"YES"		
"GEN300_NAT_NTAX"	"Number of native genera represented in the 300 count subsamples (coarse and fine net samples combined) "		"30"	"0"	"YES"		
"GEN300_NTAX"	"Number of genera represented in the 300 count subsamples (coarse and fine net samples combined) "		"30"	"0"	"YES"		
"HERB_BIO"	"Biomass represented by individuals that are herbivores"		"3000"	"0"			
"HERB_DEN"	"Density (indiv.L) of individuals that are herbivores (coarse and fine net samples combined)"		"55000"	"0"			
"HERB_NTAX"	"Number of distinct herbivore taxa (coarse and fine net samples combined)"		"40"	"0"	"YES"		
"HERB_PBIO"	"Percent of biomass represented by individuals that are herbivores (coarse and fine net samples combined)"		"100"	"0"			
"HERB_PDEN"	"Percent of density (indiv.L) of individuals that are herbivores (coarse and fine net samples combined)"		"100"	"0"			
"HERB_PIND"	"Percent of individuals that are herbivores (coarse and fine net samples combined)"		"100"	"0"			
"HERB_PTAX"	"Percent of distinct taxa that are herbivores (coarse and fine net samples combined)"		"100"	"0"			
"HERB300_BIO"	"Biomass represented by individuals that are herbivores in the 300-count subsamples (coarse and fine net samples combined)"		"3000"	"0"	"YES"		
"HERB300_NTAX"	"Number of distinct herbivore taxa in the 300-count subsamples (coarse and fine net samples combined)"		"40"	"0"	"YES"		
"HERB300_PBIO"	"Percent of biomass represented by individuals that are herbivores in the 300-coount subsamples (coarse and fine net samples combined)"		"100"	"0"	"YES"		
"HERB300_PIND"	"Percent of individuals that are herbivores in the 300-count subsamples (coarse and fine net samples combined)"		"100"	"0"			
