COLUMN_NAME	LABEL	LEGAL_VALUES
FCNSTRUCTURES_SIM	"number of artificial structures data simulating what would be present within 10m of full-pool shoreline if there was zero drawdown using FC_STRUCTURES, FC_STRUCTURES_DD, HORIZ_DIST_DD (count(atA_SIM, atB_SIM, ... atJ_SIM))"	
FCVAQUATIC_DD	"std dev. of aquatic vegetation in the drawdown zone using FC_AQUATIC_DD (stdev(atA_DD, atB_DD, ... atJ_DD))"	
FCVAQUATIC_LIT	"std dev. of aquatic vegetation in the littoral zone using FC_AQUATIC (stdev(atA, atB... atJ))"	
FCVAQUATIC_SIM	"std dev. of aquatic vegetation simulating what would be present within 10m of full-pool shoreline if there was zero drawdown using FC_AQUATIC, FC_AQUATIC_DD, HORIZ_DIST_DD (stdev(atA_SIM, atB_SIM, ... atJ_SIM))"	
FCVBOULDERS_DD	"std dev. of boulders in the drawdown zone using FC_BOULDERS_DD (stdev(atA_DD, atB_DD, ... atJ_DD))"	
FCVBOULDERS_LIT	"std dev. of boulders in the littoral zone using FC_BOULDERS (stdev(atA, atB... atJ))"	
FCVBOULDERS_SIM	"std dev. of boulders simulating what would be present within 10m of full-pool shoreline if there was zero drawdown using FC_BOULDERS, FC_BOULDERS_DD, HORIZ_DIST_DD (stdev(atA_SIM, atB_SIM, ... atJ_SIM))"	
FCVBRUSH_DD	"std dev. of brush in the drawdown zone using FC_BRUSH_DD (stdev(atA_DD, atB_DD, ... atJ_DD))"	
FCVBRUSH_LIT	"std dev. of aquatic vegetation in the littoral zone using FC_BRUSH (stdev(atA, atB... atJ))"	
FCVBRUSH_SIM	"std dev. of aquatic vegetation simulating what would be present within 10m of full-pool shoreline if there was zero drawdown using FC_BRUSH, FC_BRUSH_DD, HORIZ_DIST_DD (stdev(atA_SIM, atB_SIM, ... atJ_SIM))"	
FCVLEDGES_DD	"std dev. of ledges in the drawdown zone using FC_LEDGES_DD (stdev(atA_DD, atB_DD, ... atJ_DD))"	
FCVLEDGES_LIT	"std dev. of ledges in the littoral zone using FC_LEDGES (stdev(atA, atB... atJ))"	
FCVLEDGES_SIM	"std dev. of ledges simulating what would be present within 10m of full-pool shoreline if there was zero drawdown using FC_LEDGES, FC_LEDGES_DD, HORIZ_DIST_DD (stdev(atA_SIM, atB_SIM, ... atJ_SIM))"	
FCVLIVETREES_DD	"std dev. of live trees in the drawdown zone using FC_LIVETREES_DD (stdev(atA_DD, atB_DD, ... atJ_DD))"	
FCVLIVETREES_LIT	"std dev. of live trees in the littoral zone using FC_LIVETREES (stdev(atA, atB... atJ))"	
FCVLIVETREES_SIM	"std dev. of live trees simulating what would be present within 10m of full-pool shoreline if there was zero drawdown using FC_LIVETREES, FC_LIVETREES_DD, HORIZ_DIST_DD (stdev(atA_SIM, atB_SIM, ... atJ_SIM))"	
FCVOVERHANG_DD	"std dev. of overhangs in the drawdown zone using FC_OVERHANG_DD (stdev(atA_DD, atB_DD, ... atJ_DD))"	
FCVOVERHANG_LIT	"std dev. of overhangs in the littoral zone using FC_OVERHANG (stdev(atA, atB... atJ))"	
FCVOVERHANG_SIM	"std dev. of overhangs simulating what would be present within 10m of full-pool shoreline if there was zero drawdown using FC_OVERHANG, FC_OVERHANG_DD, HORIZ_DIST_DD (stdev(atA_SIM, atB_SIM, ... atJ_SIM))"	
FCVSNAGS_DD	"std dev. of snags in the drawdown zone using FC_SNAG_DD (stdev(atA_DD, atB_DD, ... atJ_DD))"	
FCVSNAGS_LIT	"std dev. of snags in the littoral zone using FC_SNAG (stdev(atA, atB... atJ))"	
FCVSNAGS_SIM	"std dev. of snags simulating what would be present within 10m of full-pool shoreline if there was zero drawdown using FC_SNAG, FC_SNAG_DD, HORIZ_DIST_DD (stdev(atA_SIM, atB_SIM, ... atJ_SIM))"	
FCVSTRUCTURES_DD	"std dev. of artificial structures in the drawdown zone using FC_STRUCTURES_DD (stdev(atA_DD, atB_DD, ... atJ_DD))"	
FCVSTRUCTURES_LIT	"std dev. of artificial structures in the littoral zone using FC_STRUCTURES (stdev(atA, atB... atJ))"	
FCVSTRUCTURES_SIM	"std dev. of artificial structures simulating what would be present within 10m of full-pool shoreline if there was zero drawdown using FC_STRUCTURES, FC_STRUCTURES_DD, HORIZ_DIST_DD (stdev(atA_SIM, atB_SIM, ... atJ_SIM))"	
HIFPANY_DD	"fractional presence of any influence in the drawdown zone using HI_BUILDINGS_DD, HI_COMMERCIAL_DD, HI_CROPS_DD, HI_DOCKS_DD, HI_LANDFILL_DD, HI_LAWN_DD, HI_ORCHARD_DD, HI_PARK_DD, HI_PASTURE_DD, HI_POWERLINES_DD, HI_ROADS_DD, HI_WALLS_DD (mean(anyDDAtA, anyDDAtB, ... anyDDAtJ))"	
HIFPANY_RIP	"fractional presence of any influence in the riparian zone using HI_BUILDINGS, HI_COMMERCIAL, HI_CROPS, HI_DOCKS, HI_LANDFILL, HI_LAWN, HI_ORCHARD, HI_PARK, HI_PASTURE, HI_POWERLINES, HI_ROADS, HI_WALLS (mean(anyAtA, anyAtB, ... anyAtJ))"	
HIFPANY_SYN	"fractional presence of any influence synthesizing the 2007 protocol using HI_BUILDINGS, HI_COMMERCIAL, HI_CROPS, HI_DOCKS, HI_LANDFILL, HI_LAWN, HI_ORCHARD, HI_PARK, HI_PASTURE, HI_POWERLINES, HI_ROADS, HI_WALLS, HI_BUILDINGS_DD, HI_COMMERCIAL_DD, HI_CROPS_DD, HI_DOCKS_DD, HI_LANDFILL_DD, HI_LAWN_DD, HI_ORCHARD_DD, HI_PARK_DD, HI_PASTURE_DD, HI_POWERLINES_DD, HORIZ_DIST_DD (mean(anySIMAtA, anySIMAtB, ... anySIMAtJ))"	
HIFPANYCIRCA_DD	"fractional presence of any influence occuring in station plots in the drawdown zone using HI_BUILDINGS_DD, HI_COMMERCIAL_DD, HI_CROPS_DD, HI_DOCKS_DD, HI_LANDFILL_DD, HI_LAWN_DD, HI_ORCHARD_DD, HI_PARK_DD, HI_PASTURE_DD, HI_POWERLINES_DD, HI_ROADS_DD, HI_WALLS_DD (mean(anyDDAtA, anyDDAtB, ... anyDDAtJ))"	
HIFPANYCIRCA_RIP	"fractional presence of any influence occuring in station plots in the riparian zone using HI_BUILDINGS, HI_COMMERCIAL, HI_CROPS, HI_DOCKS, HI_LANDFILL, HI_LAWN, HI_ORCHARD, HI_PARK, HI_PASTURE, HI_POWERLINES, HI_ROADS, HI_WALLS (mean(anyAtA, anyAtB, ... anyAtJ))"	
HIFPANYCIRCA_SYN	"fractional presence of any influence occuring in station plots synthesizing the 2007 protocol using HI_BUILDINGS, HI_COMMERCIAL, HI_CROPS, HI_DOCKS, HI_LANDFILL, HI_LAWN, HI_ORCHARD, HI_PARK, HI_PASTURE, HI_POWERLINES, HI_ROADS, HI_WALLS, HI_BUILDINGS_DD, HI_COMMERCIAL_DD, HI_CROPS_DD, HI_DOCKS_DD, HI_LANDFILL_DD, HI_LAWN_DD, HI_ORCHARD_DD, HI_PARK_DD, HI_PASTURE_DD, HI_POWERLINES_DD, HORIZ_DIST_DD (mean(anySIMAtA, anySIMAtB, ... anySIMAtJ))"	
HIIAG_DD	"index of agricultural influences in the drawdown zone using hi_Crops_DD, hi_Orchard_DD, hi_Pasture_DD (sum of individual weighted means of agricultural influences in the drawdown zone)"	
HIIAG_RIP	"index of agricultural influences in the riparian zone using hi_Crops, hi_Orchard, hi_Pasture (sum of individual weighted means of agricultural influences in the riparian zone)"	
HIIAG_SYN	"index of agricultural influences synthesizing the 2007 protocol using hi_Crops, hi_Orchard, hi_Pasture. hi_Crops_DD, hi_Orchard_DD, hi_Pasture_DD, HORIZ_DIST_DD (sum of individual weighted means of agricultural influences synthesizing the 2007 protocol)"	
HIIAGCIRCA_DD	"index of agricultural influences occuring close to shore in the drawdown zone using HI_BUILDINGS_DD, HI_COMMERCIAL_DD, HI_CROPS_DD, HI_DOCKS_DD, HI_LANDFILL_DD, HI_LAWN_DD, HI_ORCHARD_DD, HI_PARK_DD, HI_PASTURE_DD, HI_POWERLINES_DD, HI_ROADS_DD, HI_WALLS_DD (sum of all individual weighted means of agricultural influences (note nonstandard weights). in the drawdown zone)"	
HIIAGCIRCA_RIP	"index of agricultural influences occuring close to shore in the riparian zone using HI_BUILDINGS, HI_COMMERCIAL, HI_CROPS, HI_DOCKS, HI_LANDFILL, HI_LAWN, HI_ORCHARD, HI_PARK, HI_PASTURE, HI_POWERLINES, HI_ROADS, HI_WALLS (sum of all individual weighted means of agricultural influences (note nonstandard weights). in the riparian zone)"	
HIIAGCIRCA_SYN	"index of agricultural influences occuring close to shore synthesizing the 2007 protocol using HI_BUILDINGS, HI_COMMERCIAL, HI_CROPS, HI_DOCKS, HI_LANDFILL, HI_LAWN, HI_ORCHARD, HI_PARK, HI_PASTURE, HI_POWERLINES, HI_ROADS, HI_WALLS, HI_BUILDINGS_DD, HI_COMMERCIAL_DD, HI_CROPS_DD, HI_DOCKS_DD, HI_LANDFILL_DD, HI_LAWN_DD, HI_ORCHARD_DD, HI_PARK_DD, HORIZ_DIST_DD (sum of all individual weighted means of agricultural influences (note nonstandard weights). synthesizing the 2007 protocol)"	
HIIALL_DD	"index of all human influences in the drawdown zone using hi_Buildings_DD, hi_Commercial_DD, hi_Crops_DD, hi_Docks_DD, hi_Landfill_DD, hi_Lawn_DD, hi_Orchard_DD, hi_Park_DD, hi_Pasture_DD, hi_Powerlines_DD, hi_Roads_DD, hi_Walls_DD (sum(hipw*) in the drawdown zone)"	
HIIALL_RIP	"index of all human influences in the riparian zone using hi_Buildings, hi_Commercial, hi_Crops, hi_Docks, hi_Landfill, hi_Lawn, hi_Orchard, hi_Park, hi_Pasture, hi_Powerlines, hi_Roads, hi_Walls (sum(hipw*) in the riparian zone)"	
HIIALL_SYN	"index of all human influences synthesizing the 2007 protocol using hi_Buildings, hi_Commercial, hi_Crops, hi_Docks, hi_Landfill, hi_Lawn, hi_Orchard, hi_Park, hi_Pasture, hi_Powerlines, hi_Roads, hi_Walls, hi_Buildings_DD, hi_Commercial_DD, hi_Crops_DD, hi_Docks_DD, hi_Landfill_DD, hi_Lawn_DD, hi_Orchard_DD, hi_Park_DD, hi_Pasture_DD, hi_Powerlines_DD, hi_Roads_DD, hi_Walls_DD, HORIZ_DIST_DD (sum(hipw*) synthesizing the 2007 protocol)"	
HIIALLCIRCA_DD	"index of all influences occuring close to shore in the drawdown zone using HI_BUILDINGS_DD, HI_COMMERCIAL_DD, HI_CROPS_DD, HI_DOCKS_DD, HI_LANDFILL_DD, HI_LAWN_DD, HI_ORCHARD_DD, HI_PARK_DD, HI_PASTURE_DD, HI_POWERLINES_DD, HI_ROADS_DD, HI_WALLS_DD (sum of all individual weighted means (note nonstandard weights). in the drawdown zone)"	
HIIALLCIRCA_RIP	"index of all influences occuring close to shore in the riparian zone using HI_BUILDINGS, HI_COMMERCIAL, HI_CROPS, HI_DOCKS, HI_LANDFILL, HI_LAWN, HI_ORCHARD, HI_PARK, HI_PASTURE, HI_POWERLINES, HI_ROADS, HI_WALLS (sum of all individual weighted means (note nonstandard weights). in the riparian zone)"	
HIIALLCIRCA_SYN	"index of all influences occuring close to shore synthesizing the 2007 protocol using HI_BUILDINGS, HI_COMMERCIAL, HI_CROPS, HI_DOCKS, HI_LANDFILL, HI_LAWN, HI_ORCHARD, HI_PARK, HI_PASTURE, HI_POWERLINES, HI_ROADS, HI_WALLS, HI_BUILDINGS_DD, HI_COMMERCIAL_DD, HI_CROPS_DD, HI_DOCKS_DD, HI_LANDFILL_DD, HI_LAWN_DD, HI_ORCHARD_DD, HI_PARK_DD, HORIZ_DIST_DD (sum of all individual weighted means (note nonstandard weights). synthesizing the 2007 protocol)"	
HIINONAG_DD	"index of nonagricultural influences in the drawdown zone using hi_Buildings_DD, hi_Commercial_DD, hi_Docks_DD, hi_Landfill_DD, hi_Lawn_DD, hi_Park_DD, hi_Powerlines_DD, hi_Roads_DD, hi_Walls_DD (sum of individual weighted means of nonagricultural influences in the drawdown zone)"	
HIINONAG_RIP	"index of nonagricultural influences in the riparian zone using hi_Buildings, hi_Commercial, hi_Docks, hi_Landfill, hi_Lawn, hi_Park, hi_Powerlines, hi_Roads, hi_Walls (sum of individual weighted means of nonagricultural influences in the riparian zone)"	
HIINONAG_SYN	"index of nonagricultural influences synthesizing the 2007 protocol using hi_Buildings, hi_Commercial, hi_Docks, hi_Landfill, hi_Lawn, hi_Park, hi_Powerlines, hi_Roads, hi_Walls, hi_Buildings_DD, hi_Commercial_DD, hi_Docks_DD, hi_Landfill_DD, hi_Lawn_DD, hi_Park_DD, hi_Powerlines_DD, hi_Roads_DD, hi_Walls_DD, HORIZ_DIST_DD (sum of individual weighted means of nonagricultural influences synthesizing the 2007 protocol)"	
HIINONAGCIRCA_DD	"index of nonagricultural influences occuring close to shore in the drawdown zone using HI_BUILDINGS_DD, HI_COMMERCIAL_DD, HI_CROPS_DD, HI_DOCKS_DD, HI_LANDFILL_DD, HI_LAWN_DD, HI_ORCHARD_DD, HI_PARK_DD, HI_PASTURE_DD, HI_POWERLINES_DD, HI_ROADS_DD, HI_WALLS_DD (sum of all individual weighted means of nonagricultural influences (note nonstandard weights). in the drawdown zone)"	
HIINONAGCIRCA_RIP	"index of nonagricultural influences occuring close to shore in the riparian zone using HI_BUILDINGS, HI_COMMERCIAL, HI_CROPS, HI_DOCKS, HI_LANDFILL, HI_LAWN, HI_ORCHARD, HI_PARK, HI_PASTURE, HI_POWERLINES, HI_ROADS, HI_WALLS (sum of all individual weighted means of nonagricultural influences (note nonstandard weights). in the riparian zone)"	
HIINONAGCIRCA_SYN	"index of nonagricultural influences occuring close to shore synthesizing the 2007 protocol using HI_BUILDINGS, HI_COMMERCIAL, HI_CROPS, HI_DOCKS, HI_LANDFILL, HI_LAWN, HI_ORCHARD, HI_PARK, HI_PASTURE, HI_POWERLINES, HI_ROADS, HI_WALLS, HI_BUILDINGS_DD, HI_COMMERCIAL_DD, HI_CROPS_DD, HI_DOCKS_DD, HI_LANDFILL_DD, HI_LAWN_DD, HI_ORCHARD_DD, HI_PARK_DD, HI_PASTURE_DD, HI_POWERLINES_DD, HI_ROADS_DD, HI_WALLS_DD, HORIZ_DIST_DD (sum of all individual weighted means of nonagricultural influences (note nonstandard weights). synthesizing the 2007 protocol)"	
HINAG_DD	"count of all values used in the drawdown zone using HI_CROPS_DD, HI_ORCHARD_DD, HI_PASTURE_DD (count(atA, atB... atJ) in the drawdown zone)"	
HINAG_RIP	"count of all values used in the riparian zone using HI_CROPS, HI_ORCHARD, HI_PASTURE (count(atA, atB... atJ) in the riparian zone)"	
HINAG_SYN	"count of all values used synthesizing the 2007 protocol using HI_CROPS, HI_ORCHARD, HI_PASTURE, HI_CROPS_DD, HI_ORCHARD_DD, HI_PASTURE_DD, HORIZ_DIST_DD (count(atA, atB... atJ) synthesizing the 2007 protocol)"	
HINALL_DD	"count of all values used in the drawdown zone using HI_BUILDINGS_DD, HI_COMMERCIAL_DD, HI_CROPS_DD, HI_DOCKS_DD, HI_LANDFILL_DD, HI_LAWN_DD, HI_ORCHARD_DD, HI_PARK_DD, HI_PASTURE_DD, HI_POWERLINES_DD, HI_ROADS_DD, HI_WALLS_DD (count(atA, atB... atJ) in the drawdown zone)"	
HINALL_RIP	"count of all values used in the riparian zone using HI_BUILDINGS, HI_COMMERCIAL, HI_CROPS, HI_DOCKS, HI_LANDFILL, HI_LAWN, HI_ORCHARD, HI_PARK, HI_PASTURE, HI_POWERLINES, HI_ROADS, HI_WALLS (count(atA, atB... atJ) in the riparian zone)"	
HINALL_SYN	"count of all values used synthesizing the 2007 protocol using HI_BUILDINGS, HI_COMMERCIAL, HI_CROPS, HI_DOCKS, HI_LANDFILL, HI_LAWN, HI_ORCHARD, HI_PARK, HI_PASTURE, HI_POWERLINES, HI_ROADS, HI_WALLS, HI_BUILDINGS_DD, HI_COMMERCIAL_DD, HI_CROPS_DD, HI_DOCKS_DD, HI_LANDFILL_DD, HI_LAWN_DD, HI_ORCHARD_DD, HI_PARK_DD, HORIZ_DIST_DD (count(atA, atB... atJ) synthesizing the 2007 protocol)"	
HINBUILDINGS_DD	"count of values in the drawdown zone using HI_BUILDINGS_DD (count(atA, atB... atJ) in the drawdown zone)"	
HINBUILDINGS_RIP	"count of values in the riparian zone using HI_BUILDINGS (count(atA, atB... atJ) in the riparian zone)"	
HINBUILDINGS_SYN	"count of values synthesizing the 2007 protocol using HI_BUILDINGS, HI_BUILDINGS_DD, HORIZ_DIST_DD (count(atA, atB... atJ) synthesizing the 2007 protocol)"	
HINCOMMERCIAL_DD	"count of values in the drawdown zone using HI_COMMERCIAL_DD (count(atA, atB... atJ) in the drawdown zone)"	
HINCOMMERCIAL_RIP	"count of values in the riparian zone using HI_COMMERCIAL (count(atA, atB... atJ) in the riparian zone)"	
HINCOMMERCIAL_SYN	"count of values synthesizing the 2007 protocol using HI_COMMERCIAL, HI_COMMERCIAL_DD, HORIZ_DIST_DD (count(atA, atB... atJ) synthesizing the 2007 protocol)"	
HINCROPS_DD	"count of values in the drawdown zone using HI_CROPS_DD (count(atA, atB... atJ) in the drawdown zone)"	
HINCROPS_RIP	"count of values in the riparian zone using HI_CROPS (count(atA, atB... atJ) in the riparian zone)"	
HINCROPS_SYN	"count of values synthesizing the 2007 protocol using HI_CROPS, HI_CROPS_DD, HORIZ_DIST_DD (count(atA, atB... atJ) synthesizing the 2007 protocol)"	
HINDOCKS_DD	"count of values in the drawdown zone using HI_DOCKS_DD (count(atA, atB... atJ) in the drawdown zone)"	
HINDOCKS_RIP	"count of values in the riparian zone using HI_DOCKS (count(atA, atB... atJ) in the riparian zone)"	
HINDOCKS_SYN	"count of values synthesizing the 2007 protocol using HI_DOCKS, HI_DOCKS_DD, HORIZ_DIST_DD (count(atA, atB... atJ) synthesizing the 2007 protocol)"	
HINLANDFILL_DD	"count of values in the drawdown zone using HI_LANDFILL_DD (count(atA, atB... atJ) in the drawdown zone)"	
HINLANDFILL_RIP	"count of values in the riparian zone using HI_LANDFILL (count(atA, atB... atJ) in the riparian zone)"	
HINLANDFILL_SYN	"count of values synthesizing the 2007 protocol using HI_LANDFILL, HI_LANDFILL_DD, HORIZ_DIST_DD (count(atA, atB... atJ) synthesizing the 2007 protocol)"	
HINLAWN_DD	"count of values in the drawdown zone using HI_LAWN_DD (count(atA, atB... atJ) in the drawdown zone)"	
HINLAWN_RIP	"count of values in the riparian zone using HI_LAWN (count(atA, atB... atJ) in the riparian zone)"	
HINLAWN_SYN	"count of values synthesizing the 2007 protocol using HI_LAWN, HI_LAWN_DD, HORIZ_DIST_DD (count(atA, atB... atJ) synthesizing the 2007 protocol)"	
HINNONAG_DD	"count of all values used in the drawdown zone using HI_BUILDINGS_DD, HI_COMMERCIAL_DD, HI_DOCKS_DD, HI_LANDFILL_DD, HI_LAWN_DD, HI_PARK_DD, HI_POWERLINES_DD, HI_ROADS_DD, HI_WALLS_DD (count(atA, atB... atJ) in the drawdown zone)"	
HINNONAG_RIP	"count of all values used in the riparian zone using HI_BUILDINGS, HI_COMMERCIAL, HI_DOCKS, HI_LANDFILL, HI_LAWN, HI_PARK, HI_POWERLINES, HI_ROADS, HI_WALLS (count(atA, atB... atJ) in the riparian zone)"	
HINNONAG_SYN	"count of all values used synthesizing the 2007 protocol using HI_BUILDINGS, HI_COMMERCIAL, HI_DOCKS, HI_LANDFILL, HI_LAWN, HI_PARK, HI_POWERLINES, HI_ROADS, HI_WALLS, HI_BUILDINGS_DD, HI_COMMERCIAL_DD, HI_DOCKS_DD, HI_LANDFILL_DD, HI_LAWN_DD, HI_PARK_DD, HI_POWERLINES_DD, HI_ROADS_DD, HI_WALLS_DD, HORIZ_DIST_DD (count(atA, atB... atJ) synthesizing the 2007 protocol)"	
HINORCHARD_DD	"count of values in the drawdown zone using HI_ORCHARD_DD (count(atA, atB... atJ) in the drawdown zone)"	
HINORCHARD_RIP	"count of values in the riparian zone using HI_ORCHARD (count(atA, atB... atJ) in the riparian zone)"	
HINORCHARD_SYN	"count of values synthesizing the 2007 protocol using HI_ORCHARD, HI_ORCHARD_DD, HORIZ_DIST_DD (count(atA, atB... atJ) synthesizing the 2007 protocol)"	
HINOTHER_DD	"count of values in the drawdown zone using HI_OTHER_DD (count(atA, atB... atJ) synthesizing the 2007 protocol in the drawdown zone)"	
HINOTHER_RIP	"count of values in the riparian zone using HI_OTHER (count(atA, atB... atJ) synthesizing the 2007 protocol in the riparian zone)"	
HINOTHER_SYN	"count of values synthesizing the 2007 protocol using HI_OTHER, HI_OTHER_DD, HORIZ_DIST_DD (count(atA, atB... atJ) synthesizing the 2007 protocol synthesizing the 2007 protocol)"	
HINPARK_DD	"count of values in the drawdown zone using HI_PARK_DD (count(atA, atB... atJ) in the drawdown zone)"	
HINPARK_RIP	"count of values in the riparian zone using HI_PARK (count(atA, atB... atJ) in the riparian zone)"	
HINPARK_SYN	"count of values synthesizing the 2007 protocol using HI_PARK, HI_PARK_DD, HORIZ_DIST_DD (count(atA, atB... atJ) synthesizing the 2007 protocol)"	
HINPASTURE_DD	"count of values in the drawdown zone using HI_PASTURE_DD (count(atA, atB... atJ) in the drawdown zone)"	
HINPASTURE_RIP	"count of values in the riparian zone using HI_PASTURE (count(atA, atB... atJ) in the riparian zone)"	
HINPASTURE_SYN	"count of values synthesizing the 2007 protocol using HI_PASTURE, HI_PASTURE_DD, HORIZ_DIST_DD (count(atA, atB... atJ) synthesizing the 2007 protocol)"	
HINPOWERLINES_DD	"count of values in the drawdown zone using HI_POWERLINES_DD (count(atA, atB... atJ) in the drawdown zone)"	
HINPOWERLINES_RIP	"count of values in the riparian zone using HI_POWERLINES (count(atA, atB... atJ) in the riparian zone)"	
HINPOWERLINES_SYN	"count of values synthesizing the 2007 protocol using HI_POWERLINES, HI_POWERLINES_DD, HORIZ_DIST_DD (count(atA, atB... atJ) synthesizing the 2007 protocol)"	
HINROADS_DD	"count of values in the drawdown zone using HI_ROADS_DD (count(atA, atB... atJ) in the drawdown zone)"	
HINROADS_RIP	"count of values in the riparian zone using HI_ROADS (count(atA, atB... atJ) in the riparian zone)"	
HINROADS_SYN	"count of values synthesizing the 2007 protocol using HI_ROADS, HI_ROADS_DD, HORIZ_DIST_DD (count(atA, atB... atJ) synthesizing the 2007 protocol)"	
HINWALLS_DD	"count of values in the drawdown zone using HI_WALLS_DD (count(atA, atB... atJ) in the drawdown zone)"	
HINWALLS_RIP	"count of values in the riparian zone using HI_WALLS (count(atA, atB... atJ) in the riparian zone)"	
HINWALLS_SYN	"count of values synthesizing the 2007 protocol using HI_WALLS, HI_WALLS_DD, HORIZ_DIST_DD (count(atA, atB... atJ) synthesizing the 2007 protocol)"	
HIPWAG_DD	"weighted presence of agricultural influences in the drawdown zone using HI_CROPS_DD, HI_ORCHARD_DD, HI_PASTURE_DD (mean(wtA, wtB, ... wtJ) in the drawdown zone)"	
HIPWAG_RIP	"weighted presence of agricultural influences in the riparian zone using HI_CROPS, HI_ORCHARD, HI_PASTURE (mean(wtA, wtB, ... wtJ) in the riparian zone)"	
HIPWAG_SYN	"weighted presence of agricultural influences synthesizing the 2007 protocol using HI_CROPS, HI_ORCHARD, HI_PASTURE, HI_CROPS_DD, HI_ORCHARD_DD, HI_PASTURE_DD, HORIZ_DIST_DD (mean(wtA, wtB, ... wtJ) synthesizing the 2007 protocol)"	
HIPWALL_DD	"w1_hall in the drawdown zone using HI_BUILDINGS_DD, HI_COMMERCIAL_DD, HI_CROPS_DD, HI_DOCKS_DD, HI_LANDFILL_DD, HI_LAWN_DD, HI_ORCHARD_DD, HI_PARK_DD, HI_PASTURE_DD, HI_POWERLINES_DD, HI_ROADS_DD, HI_WALLS_DD (mean(wtA, wtB... wtJ) including all types in the drawdown zone)"	
HIPWALL_RIP	"w1_hall in the riparian zone using HI_BUILDINGS, HI_COMMERCIAL, HI_CROPS, HI_DOCKS, HI_LANDFILL, HI_LAWN, HI_ORCHARD, HI_PARK, HI_PASTURE, HI_POWERLINES, HI_ROADS, HI_WALLS (mean(wtA, wtB... wtJ) including all types in the riparian zone)"	
HIPWALL_SYN	"w1_hall synthesizing the 2007 protocol using HI_BUILDINGS, HI_COMMERCIAL, HI_CROPS, HI_DOCKS, HI_LANDFILL, HI_LAWN, HI_ORCHARD, HI_PARK, HI_PASTURE, HI_POWERLINES, HI_ROADS, HI_WALLS, HI_BUILDINGS_DD, HI_COMMERCIAL_DD, HI_CROPS_DD, HI_DOCKS_DD, HI_LANDFILL_DD, HI_LAWN_DD, HI_ORCHARD_DD, HI_PARK_DD, HI_PASTURE_DD, HI_POWERLINES_DD, HI_ROADS_DD, HI_WALLS_DD, HORIZ_DIST_DD (mean(wtA, wtB... wtJ) including all types synthesizing the 2007 protocol)"	
HIPWBUILDINGS_DD	"weighted presence of Buildings in the drawdown zone using HI_BUILDINGS_DD (mean(wtA, wtB... wtJ) in the drawdown zone)"	
HIPWBUILDINGS_RIP	"weighted presence of Buildings in the riparian zone using HI_BUILDINGS (mean(wtA, wtB... wtJ) in the riparian zone)"	
HIPWBUILDINGS_SYN	"weighted presence of Buildings synthesizing the 2007 protocol using HI_BUILDINGS, HI_BUILDINGS_DD, HORIZ_DIST_DD (mean(wtA, wtB... wtJ) synthesizing the 2007 protocol)"	
HIPWCOMMERCIAL_DD	"weighted presence of Commercial in the drawdown zone using HI_COMMERCIAL_DD (mean(wtA, wtB... wtJ) in the drawdown zone)"	
HIPWCOMMERCIAL_RIP	"weighted presence of Commercial in the riparian zone using HI_COMMERCIAL (mean(wtA, wtB... wtJ) in the riparian zone)"	
HIPWCOMMERCIAL_SYN	"weighted presence of Commercial synthesizing the 2007 protocol using HI_COMMERCIAL, HI_COMMERCIAL_DD, HORIZ_DIST_DD (mean(wtA, wtB... wtJ) synthesizing the 2007 protocol)"	
HIPWCROPS_DD	"weighted presence of Crops in the drawdown zone using HI_CROPS_DD (mean(wtA, wtB... wtJ) in the drawdown zone)"	
HIPWCROPS_RIP	"weighted presence of Crops in the riparian zone using HI_CROPS (mean(wtA, wtB... wtJ) in the riparian zone)"	
HIPWCROPS_SYN	"weighted presence of Crops synthesizing the 2007 protocol using HI_CROPS, HI_CROPS_DD, HORIZ_DIST_DD (mean(wtA, wtB... wtJ) synthesizing the 2007 protocol)"	
HIPWDOCKS_DD	"weighted presence of Docks in the drawdown zone using HI_DOCKS_DD (mean(wtA, wtB... wtJ) in the drawdown zone)"	
HIPWDOCKS_RIP	"weighted presence of Docks in the riparian zone using HI_DOCKS (mean(wtA, wtB... wtJ) in the riparian zone)"	
HIPWDOCKS_SYN	"weighted presence of Docks synthesizing the 2007 protocol using HI_DOCKS, HI_DOCKS_DD, HORIZ_DIST_DD (mean(wtA, wtB... wtJ) synthesizing the 2007 protocol)"	
HIPWLANDFILL_DD	"weighted presence of Landfill in the drawdown zone using HI_LANDFILL_DD (mean(wtA, wtB... wtJ) in the drawdown zone)"	
HIPWLANDFILL_RIP	"weighted presence of Landfill in the riparian zone using HI_LANDFILL (mean(wtA, wtB... wtJ) in the riparian zone)"	
HIPWLANDFILL_SYN	"weighted presence of Landfill synthesizing the 2007 protocol using HI_LANDFILL, HI_LANDFILL_DD, HORIZ_DIST_DD (mean(wtA, wtB... wtJ) synthesizing the 2007 protocol)"	
HIPWLAWN_DD	"weighted presence of Lawn in the drawdown zone using HI_LAWN_DD (mean(wtA, wtB... wtJ) in the drawdown zone)"	
HIPWLAWN_RIP	"weighted presence of Lawn in the riparian zone using HI_LAWN (mean(wtA, wtB... wtJ) in the riparian zone)"	
HIPWLAWN_SYN	"weighted presence of Lawn synthesizing the 2007 protocol using HI_LAWN, HI_LAWN_DD, HORIZ_DIST_DD (mean(wtA, wtB... wtJ) synthesizing the 2007 protocol)"	
